Date,Open,High,Close,Low,Volume
2000-03-13,1601.4,1645.0,1560.7,1553.45,32025029.0
2000-03-14,1561.55,1571.3,1567.05,1503.2,37965722.0
2000-03-15,1546.8,1630.95,1620.1,1538.7,28895834.0
2000-03-16,1620.4,1621.2,1562.2,1554.3,33981961.0
2000-03-21,1563.3,1585.25,1556.6,1542.65,30768798.0
2000-03-22,1551.05,1604.0,1589.6,1551.05,26938367.0
2000-03-23,1590.3,1629.2,1553.4,1544.5,21308741.0
2000-03-24,1554.2,1579.4,1569.55,1540.45,15407574.0
2000-03-27,1570.45,1593.3,1562.95,1555.75,19049762.0
2000-03-28,1563.3,1575.85,1568.6,1527.55,28174402.0
2000-03-29,1569.3,1609.4,1558.25,1553.4,32288722.0
2000-03-30,1556.95,1557.85,1549.5,1489.1,38871150.0
2000-03-31,1545.55,1545.55,1528.45,1493.9,49680971.0
2000-04-03,1528.7,1555.5,1534.75,1510.75,50909584.0
2000-04-04,1534.05,1534.05,1428.1,1420.85,42180348.0
2000-04-05,1428.5,1467.4,1434.65,1391.65,49400946.0
2000-04-06,1436.15,1475.25,1452.95,1381.05,40869843.0
2000-04-07,1453.3,1558.05,1557.15,1453.3,49468064.0
2000-04-10,1557.55,1636.95,1613.0,1557.55,67959549.0
2000-04-11,1613.0,1631.6,1624.65,1550.85,34966347.0
2000-04-12,1624.4,1628.55,1592.7,1586.0,35323588.0
2000-04-13,1587.95,1587.95,1518.65,1502.7,20985552.0
2000-04-17,1518.55,1518.55,1443.55,1412.45,47786700.0
2000-04-18,1443.55,1478.85,1414.8,1410.0,30055064.0
2000-04-19,1417.75,1469.05,1404.95,1375.05,38873392.0
2000-04-20,1405.7,1425.55,1415.65,1339.75,43869587.0
2000-04-24,1416.05,1431.8,1388.0,1371.85,34272187.0
2000-04-25,1383.8,1383.8,1359.45,1311.3,40507493.0
2000-04-26,1362.5,1439.05,1436.1,1362.5,45032350.0
2000-04-27,1436.15,1455.85,1416.9,1400.65,51773632.0
2000-04-28,1419.9,1438.0,1406.55,1396.55,27456437.0
2000-05-02,1410.0,1421.5,1333.45,1319.65,39377730.0
2000-05-03,1330.15,1342.15,1316.05,1258.1,34709688.0
2000-05-04,1317.95,1385.15,1380.55,1317.95,29963970.0
2000-05-05,1381.9,1428.6,1422.4,1381.9,35555435.0
2000-05-08,1423.25,1436.6,1365.05,1358.8,23965671.0
2000-05-09,1362.45,1385.7,1378.55,1328.05,24898689.0
2000-05-10,1380.4,1391.35,1363.15,1359.65,22179474.0
2000-05-11,1359.1,1359.1,1304.55,1295.95,23828870.0
2000-05-12,1305.3,1326.3,1282.8,1276.4,23382546.0
2000-05-15,1281.3,1311.7,1299.25,1220.7,21763805.0
2000-05-16,1300.2,1310.45,1306.85,1287.8,17410579.0
2000-05-17,1310.8,1347.7,1311.65,1303.75,25382671.0
2000-05-18,1311.3,1316.2,1293.4,1289.55,23235814.0
2000-05-19,1293.45,1293.45,1268.0,1252.7,27403349.0
2000-05-22,1267.85,1267.85,1233.0,1228.4,18684174.0
2000-05-23,1229.25,1230.9,1224.4,1203.2,21794331.0
2000-05-24,1224.5,1246.25,1235.9,1201.5,30854002.0
2000-05-25,1237.0,1269.8,1247.65,1235.7,35464246.0
2000-05-26,1247.1,1278.75,1275.35,1232.85,33048311.0
2000-05-29,1273.7,1317.75,1311.05,1267.4,47527900.0
2000-05-30,1310.8,1347.3,1344.85,1304.95,35581006.0
2000-05-31,1355.35,1410.75,1380.45,1355.35,46440897.0
2000-06-01,1380.4,1380.4,1349.0,1345.1,29618849.0
2000-06-02,1350.15,1395.35,1389.25,1350.15,40135483.0
2000-06-05,1390.95,1461.05,1404.6,1390.95,46679969.0
2000-06-06,1405.45,1426.15,1421.75,1392.7,28124165.0
2000-06-07,1423.4,1442.7,1430.35,1413.8,32121331.0
2000-06-08,1430.5,1468.7,1463.65,1430.5,39568681.0
2000-06-09,1464.3,1485.5,1467.2,1458.9,55393741.0
2000-06-12,1464.4,1477.55,1440.4,1437.15,28468653.0
2000-06-13,1438.8,1438.8,1432.9,1411.9,37250861.0
2000-06-14,1434.95,1459.15,1435.5,1423.95,37371054.0
2000-06-15,1437.0,1452.8,1445.25,1422.4,30332490.0
2000-06-16,1443.15,1480.85,1477.3,1441.6,39625952.0
2000-06-19,1477.55,1510.45,1498.75,1477.55,37008819.0
2000-06-20,1498.0,1518.05,1507.1,1497.05,32047330.0
2000-06-21,1524.05,1539.1,1475.15,1470.4,30544515.0
2000-06-22,1475.65,1491.4,1488.25,1461.3,42444916.0
2000-06-23,1487.85,1499.85,1472.2,1462.75,62807049.0
2000-06-26,1472.15,1472.15,1451.65,1431.25,28885013.0
2000-06-27,1452.8,1467.15,1454.3,1448.95,41444271.0
2000-06-28,1453.7,1474.7,1470.0,1445.6,25720842.0
2000-06-29,1471.35,1505.75,1492.35,1471.35,41360755.0
2000-06-30,1490.2,1490.65,1471.45,1462.45,39155406.0
2000-07-03,1473.45,1498.7,1495.25,1473.45,39577037.0
2000-07-04,1496.15,1516.8,1511.3,1494.8,37921171.0
2000-07-05,1511.5,1530.9,1526.05,1511.5,51276438.0
2000-07-06,1525.15,1525.15,1516.8,1504.05,41999154.0
2000-07-07,1517.0,1528.15,1517.6,1513.4,40341969.0
2000-07-10,1518.15,1523.2,1509.65,1502.7,40338082.0
2000-07-11,1510.55,1523.1,1518.55,1506.15,47327973.0
2000-07-12,1518.7,1537.1,1533.35,1507.95,41648670.0
2000-07-13,1535.55,1564.75,1522.6,1513.65,47987006.0
2000-07-14,1522.2,1534.35,1509.75,1505.9,50970729.0
2000-07-17,1509.25,1512.25,1479.65,1475.15,39534845.0
2000-07-18,1479.3,1482.9,1463.1,1458.6,39629219.0
2000-07-19,1464.55,1468.55,1435.8,1432.85,38459509.0
2000-07-20,1434.95,1443.25,1424.2,1416.0,44962303.0
2000-07-21,1424.9,1435.2,1397.25,1394.3,47900266.0
2000-07-24,1397.05,1397.05,1317.75,1310.85,41605572.0
2000-07-25,1317.35,1363.45,1348.9,1269.25,52145532.0
2000-07-26,1350.8,1371.8,1318.25,1315.15,35752137.0
2000-07-27,1317.0,1342.75,1338.05,1291.3,41436644.0
2000-07-28,1337.7,1359.4,1333.8,1327.95,44541451.0
2000-07-31,1333.3,1343.65,1332.85,1317.3,28942787.0
2000-08-01,1332.85,1344.5,1326.85,1322.6,32539550.0
2000-08-02,1323.7,1333.85,1331.9,1312.25,30378509.0
2000-08-03,1330.7,1339.4,1321.25,1319.0,37075727.0
2000-08-04,1320.25,1333.15,1318.55,1302.65,38818913.0
2000-08-07,1319.7,1321.7,1310.8,1299.9,33735626.0
2000-08-08,1312.1,1348.25,1345.6,1311.15,38046488.0
2000-08-09,1345.95,1363.95,1344.95,1341.05,44986130.0
